I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
,-0.069,,,,,0.045,-0.059,-0.085,,,
,-0.07,,,,,0.044,-0.059,-0.084,,,
,-0.069,,,,,0.045,-0.063,-0.085,,,
,-0.07,,,,,0.044,-0.065,-0.082,,,
,-0.069,,,,,0.045,-0.064,-0.088,,,
,-0.07,,,,,0.045,-0.065,-0.104,,,
,-0.069,,,,,0.046,-0.064,-0.102,,,
,-0.07,,,,,0.036,-0.065,-0.098,,,
,-0.069,,,,,0.043,-0.064,-0.1,,,
,-0.07,,,,,0.066,-0.065,-0.099,,,
,-0.069,,,,,0.06,-0.064,-0.095,,,
,-0.07,,,,,0.059,-0.065,-0.095,,,
,-0.069,,,,,0.059,-0.064,-0.094,,,
,-0.07,,,,,0.06,-0.065,-0.095,,,
,-0.069,,,,,0.059,-0.064,-0.094,,,
,-0.065,,,,,0.055,-0.065,-0.09,,,
,-0.064,,,,,0.054,-0.065,-0.089,,,
,-0.065,,,,,0.055,-0.064,-0.09,,,
,-0.064,,,,,0.054,-0.065,-0.089,,,
,-0.065,,,,,0.055,-0.064,-0.09,,,
,-0.064,,,,,0.051,-0.065,-0.086,,,
,-0.065,,,,,0.049,-0.064,-0.083,,,
,-0.064,,,,,0.05,-0.065,-0.085,,,
,-0.064,,,,,0.049,-0.065,-0.084,,,
,-0.06,,,,,0.05,-0.064,-0.08,,,
,-0.059,,,,,0.05,-0.065,-0.079,,,
,-0.06,,,,,0.048,-0.064,-0.08,,,
,-0.059,,,,,0.044,-0.065,-0.079,,,
,-0.06,,,,,0.044,-0.064,-0.079,,,
,-0.06,,,,,0.045,-0.065,-0.075,,,
,-0.059,,,,,0.045,-0.062,-0.074,,,
,-0.06,,,,,0.043,-0.058,-0.075,,,
,-0.059,,,,,0.039,-0.06,-0.074,,,
,-0.055,,,,,0.039,-0.06,-0.075,,,
,-0.054,,,,,0.04,-0.056,-0.078,,,
,-0.054,,,,,0.04,-0.054,-0.08,,,
,-0.055,,,,,0.039,-0.055,-0.078,,,
,-0.054,,,,,0.039,-0.054,-0.08,,,
,-0.055,,,,,0.043,-0.051,-0.083,,,
,-0.054,,,,,0.045,-0.049,-0.085,,,
,-0.055,,,,,0.044,-0.05,-0.084,,,
,-0.054,,,,,0.045,-0.049,-0.084,,,
,-0.055,,,,,0.049,-0.045,-0.08,,,
,-0.054,,,,,0.05,-0.043,-0.08,,,
,-0.055,,,,,0.049,-0.045,-0.077,,,
,-0.055,,,,,0.051,-0.043,-0.074,,,
,-0.054,,,,,0.054,-0.039,-0.074,,,
,-0.055,,,,,0.054,-0.039,-0.071,,,
,-0.054,,,,,0.055,-0.041,-0.069,,,
,-0.055,,,,,0.054,-0.037,-0.068,,,
,-0.054,,,,,0.055,-0.034,-0.064,,,
,-0.045,,,,,0.054,-0.035,-0.06,,,
,-0.038,,,,,0.053,-0.035,-0.056,,,
,-0.029,,,,,0.062,-0.029,-0.054,,,
,-0.022,,,,,0.072,-0.022,-0.053,,,
,-0.014,,,,,0.069,-0.019,-0.049,,,
,-0.006,,,,,0.068,-0.015,-0.045,,,
,0.001,,,,,0.086,-0.011,-0.044,,,
,0.008,,,,,0.095,-0.007,-0.043,,,
,0.009,,,,,0.088,-0.004,-0.039,,,
,0.01,,,,,0.085,0.0,-0.035,,,
,0.009,,,,,0.081,-0.003,-0.035,,,
,0.012,,,,,0.076,-0.006,-0.032,,,
,0.015,,,,,0.074,-0.004,-0.028,,,
,0.014,,,,,0.074,-0.005,-0.024,,,
,0.012,,,,,0.07,-0.009,-0.02,,,
,0.033,,,,,0.066,-0.01,-0.016,,,
,0.035,,,,,0.062,-0.008,-0.011,,,
,0.034,,,,,0.058,-0.011,-0.009,,,
,0.059,,,,,0.055,-0.014,-0.009,,,
,0.057,,,,,0.055,-0.015,-0.006,,,
,0.053,,,,,0.052,-0.014,-0.002,,,
,0.055,,,,,0.049,-0.016,0.001,,,
,0.054,,,,,0.05,-0.02,0.005,,,
,0.055,,,,,0.049,-0.02,0.009,,,
,0.054,,,,,0.05,-0.019,0.013,,,
,0.056,,,,,0.047,-0.022,0.016,,,
,0.053,,,,,0.044,-0.025,0.012,,,
,0.045,,,,,0.045,-0.025,0.0,,,
,0.036,,,,,0.044,-0.024,-0.009,,,
,0.028,,,,,0.045,-0.028,-0.015,,,
,0.021,,,,,0.043,-0.03,-0.025,,,
,0.012,,,,,0.039,-0.029,-0.036,,,
,0.005,,,,,0.04,-0.029,-0.044,,,
,0.001,,,,,0.039,-0.036,-0.053,,,
,-0.004,,,,,0.04,-0.043,-0.055,,,
,-0.012,,,,,0.04,-0.045,-0.054,,,
,-0.02,,,,,0.039,-0.044,-0.055,,,
,-0.028,,,,,0.035,-0.045,-0.054,,,
,-0.036,,,,,0.034,-0.044,-0.054,,,
,-0.044,,,,,0.035,-0.044,-0.055,,,
,-0.051,,,,,0.035,-0.045,-0.054,,,
,-0.059,,,,,0.034,-0.044,-0.055,,,
,-0.067,,,,,0.031,-0.043,-0.06,,,
,-0.072,,,,,0.029,-0.054,-0.078,,,
,-0.076,,,,,0.03,-0.069,-0.094,,,
,-0.08,,,,,0.029,-0.069,-0.094,,,
,-0.079,,,,,0.029,-0.069,-0.095,,,
,-0.08,,,,,0.029,-0.069,-0.094,,,
,-0.079,,,,,0.032,-0.072,-0.095,,,
,-0.081,,,,,0.035,-0.075,-0.094,,,
,-0.084,,,,,0.035,-0.074,-0.094,,,
,-0.085,,,,,0.034,-0.074,-0.094,,,
,-0.084,,,,,0.037,-0.077,-0.097,,,
,-0.084,,,,,0.04,-0.079,-0.1,,,
,-0.085,,,,,0.04,-0.079,-0.1,,,
,-0.084,,,,,0.039,-0.08,-0.099,,,
,-0.088,,,,,0.043,-0.079,-0.1,,,
,-0.09,,,,,0.045,-0.082,-0.099,,,
,-0.089,,,,,0.046,-0.085,-0.1,,,
,-0.09,,,,,0.049,-0.085,-0.1,,,
,-0.089,,,,,0.05,-0.084,-0.104,,,
,-0.09,,,,,0.05,-0.085,-0.105,,,
,-0.088,,,,,0.049,-0.085,-0.104,,,
,-0.084,,,,,0.05,-0.084,-0.105,,,
,-0.084,,,,,0.049,-0.085,-0.104,,,
,-0.085,,,,,0.05,-0.084,-0.105,,,
,-0.084,,,,,0.049,-0.087,-0.104,,,
,-0.085,,,,,0.049,-0.09,-0.106,,,
,-0.084,,,,,0.05,-0.089,-0.11,,,
,-0.085,,,,,0.058,-0.09,-0.11,,,
,-0.081,,,,,0.057,-0.089,-0.109,,,
,-0.079,,,,,0.054,-0.09,-0.111,,,
,-0.08,,,,,0.055,-0.089,-0.115,,,
,-0.079,,,,,0.054,-0.09,-0.115,,,
,-0.079,,,,,0.055,-0.09,-0.116,,,
,-0.08,,,,,0.055,-0.08,-0.107,,,
,-0.08,,,,,0.054,-0.064,-0.096,,,
,-0.079,,,,,0.056,-0.053,-0.088,,,
,-0.075,,,,,0.067,-0.036,-0.076,,,
,-0.074,,,,,0.071,-0.029,-0.072,,,
,-0.075,,,,,0.086,0.003,-0.044,,,
,-0.074,,,,,0.119,0.061,0.002,,,
,-0.075,,,,,0.139,0.11,0.045,,,
,-0.074,,,,,0.129,0.129,0.093,,,
,-0.075,,,,,0.118,0.122,0.095,,,
,-0.075,,,,,0.109,0.097,0.111,,,
,-0.081,,,,,0.099,0.093,0.175,,,
,-0.086,,,,,0.091,0.143,0.232,,,
,-0.054,,,,,0.061,0.184,0.304,,,
,-0.024,,,,,0.022,0.16,0.358,,,
,0.033,,,,,-0.009,0.093,0.398,,,
,0.138,,,,,-0.057,0.01,0.424,,,
,0.208,,,,,-0.146,-0.133,0.398,,,
,0.29,,,,,-0.202,-0.273,0.37,,,
,0.369,,,,,-0.235,-0.401,0.334,,,
,0.417,,,,,-0.247,-0.531,0.261,,,
,0.431,,,,,-0.221,-0.65,0.137,,,
,0.38,,,,,-0.205,-0.741,-0.035,,,
,0.316,,,,,-0.159,-0.776,-0.162,,,
,0.269,,,,,-0.092,-0.815,-0.278,,,
,0.231,,,,,-0.035,-0.903,-0.456,,,
,0.194,,,,,0.029,-1.0,-0.669,,,
,0.137,,,,,0.112,-1.008,-0.882,,,
,0.069,,,,,0.194,-0.988,-1.014,,,
,0.021,,,,,0.215,-0.983,-1.07,,,
,0.0,,,,,0.163,-0.97,-1.103,,,
,-0.018,,,,,0.113,-0.963,-1.125,,,
,-0.045,,,,,0.095,-0.95,-1.11,,,
,-0.115,,,,,0.086,-0.946,-1.089,,,
,-0.202,,,,,0.073,-0.929,-1.064,,,
,-0.241,,,,,0.062,-0.865,-1.003,,,
,-0.272,,,,,0.049,-0.806,-0.953,,,
,-0.293,,,,,0.04,-0.737,-0.873,,,
,-0.293,,,,,0.023,-0.652,-0.775,,,
,-0.301,,,,,0.015,-0.585,-0.705,,,
,-0.329,,,,,0.051,-0.529,-0.636,,,
,-0.356,,,,,0.093,-0.477,-0.586,,,
,-0.357,,,,,0.121,-0.432,-0.547,,,
,-0.35,,,,,0.15,-0.406,-0.501,,,
,-0.345,,,,,0.169,-0.374,-0.45,,,
,-0.319,,,,,0.149,-0.317,-0.405,,,
,-0.284,,,,,0.117,-0.252,-0.345,,,
,-0.256,,,,,0.102,-0.197,-0.281,,,
,-0.228,,,,,0.099,-0.142,-0.227,,,
,-0.2,,,,,0.099,-0.09,-0.17,,,
,-0.177,,,,,0.1,-0.059,-0.136,,,
,-0.152,,,,,0.099,-0.04,-0.111,,,
,-0.132,,,,,0.1,-0.021,-0.085,,,
,-0.124,,,,,0.099,-0.01,-0.07,,,
,-0.117,,,,,0.1,-0.002,-0.059,,,
,-0.11,,,,,0.099,0.007,-0.045,,,
,-0.102,,,,,0.1,0.017,-0.029,,,
,-0.094,,,,,0.099,0.025,-0.019,,,
,-0.086,,,,,0.1,0.037,-0.015,,,
,-0.081,,,,,0.099,0.046,-0.011,,,
,-0.077,,,,,0.1,0.054,-0.007,,,
,-0.074,,,,,0.099,0.061,-0.004,,,
,-0.07,,,,,0.095,0.064,0.0,,,
,-0.07,,,,,0.094,0.065,0.003,,,
,-0.067,,,,,0.095,0.065,0.007,,,
,-0.064,,,,,0.094,0.064,0.012,,,
,-0.065,,,,,0.095,0.064,0.015,,,
,-0.06,,,,,0.094,0.063,0.014,,,
,-0.055,,,,,0.095,0.077,0.027,,,
,-0.054,,,,,0.095,0.089,0.039,,,
,-0.053,,,,,0.094,0.089,0.039,,,
,-0.05,,,,,0.095,0.09,0.04,,,
,-0.05,,,,,0.094,0.089,0.039,,,
,-0.047,,,,,0.095,0.09,0.04,,,
,-0.043,,,,,0.094,0.09,0.04,,,
,-0.045,,,,,0.095,0.089,0.039,,,
,-0.045,,,,,0.099,0.088,0.038,,,
,-0.041,,,,,0.1,0.103,0.053,,,
,-0.039,,,,,0.099,0.114,0.064,,,
,-0.04,,,,,0.1,0.114,0.065,,,
,-0.039,,,,,0.099,0.115,0.064,,,
,-0.04,,,,,0.099,0.114,0.065,,,
,-0.036,,,,,0.1,0.115,0.064,,,
,-0.034,,,,,0.099,0.114,0.066,,,
,-0.035,,,,,0.1,0.115,0.07,,,
,-0.034,,,,,0.104,0.119,0.069,,,
,-0.035,,,,,0.105,0.12,0.07,,,
,-0.032,,,,,0.104,0.119,0.069,,,
,-0.029,,,,,0.105,0.12,0.07,,,
,-0.03,,,,,0.104,0.119,0.069,,,
,-0.03,,,,,0.104,0.12,0.069,,,
,-0.026,,,,,0.105,0.123,0.075,,,
,-0.024,,,,,0.104,0.126,0.083,,,
,-0.024,,,,,0.105,0.131,0.085,,,
,-0.025,,,,,0.109,0.135,0.084,,,
,-0.025,,,,,0.109,0.133,0.084,,,
,-0.022,,,,,0.11,0.139,0.09,,,
,-0.019,,,,,0.109,0.147,0.097,,,
,-0.019,,,,,0.11,0.15,0.1,,,
,-0.02,,,,,0.109,0.15,0.104,,,
,-0.02,,,,,0.11,0.153,0.108,,,
,-0.017,,,,,0.109,0.154,0.112,,,
,-0.014,,,,,0.11,0.156,0.116,,,
,-0.014,,,,,0.11,0.16,0.12,,,
,-0.011,,,,,0.106,0.159,0.123,,,
,-0.008,,,,,0.104,0.162,0.128,,,
,-0.01,,,,,0.103,0.164,0.13,,,
,-0.009,,,,,0.099,0.166,0.13,,,
,-0.005,,,,,0.099,0.179,0.134,,,
,-0.005,,,,,0.1,0.178,0.134,,,
,-0.002,,,,,0.097,0.173,0.138,,,
,0.0,,,,,0.094,0.177,0.139,,,
,0.0,,,,,0.094,0.185,0.14,,,
,0.0,,,,,0.095,0.201,0.156,,,
,0.002,,,,,0.092,0.209,0.164,,,
,0.005,,,,,0.089,0.209,0.166,,,
,0.005,,,,,0.09,0.21,0.17,,,
,0.01,,,,,0.09,0.214,0.174,,,
,0.01,,,,,0.085,0.214,0.19,,,
,0.009,,,,,0.084,0.217,0.193,,,
,0.011,,,,,0.083,0.219,0.189,,,
,0.015,,,,,0.079,0.221,0.189,,,
,0.015,,,,,0.079,0.231,0.188,,,
,0.014,,,,,0.08,0.24,0.205,,,
,0.016,,,,,0.078,0.237,0.219,,,
,0.021,,,,,0.074,0.243,0.219,,,
,0.024,,,,,0.074,0.259,0.22,,,
,0.028,,,,,0.075,0.267,0.222,,,
,0.032,,,,,0.072,0.275,0.233,,,
,0.036,,,,,0.069,0.281,0.241,,,
,0.04,,,,,0.07,0.286,0.245,,,
,0.044,,,,,0.07,0.293,0.258,,,
,0.044,,,,,0.066,0.298,0.262,,,
,0.045,,,,,0.064,0.305,0.27,,,
,0.044,,,,,0.065,0.318,0.282,,,
,0.045,,,,,0.064,0.324,0.285,,,
,0.044,,,,,0.061,0.328,0.287,,,
,0.045,,,,,0.059,0.337,0.302,,,
,0.044,,,,,0.059,0.351,0.323,,,
,0.045,,,,,0.06,0.367,0.336,,,
,0.054,,,,,0.059,0.379,0.34,,,
,0.059,,,,,0.056,0.383,0.341,,,
,0.062,,,,,0.053,0.39,0.353,,,
,0.066,,,,,0.055,0.404,0.368,,,
,0.069,,,,,0.054,0.415,0.375,,,
,0.069,,,,,0.054,0.419,0.378,,,
,0.081,,,,,0.052,0.426,0.389,,,
,0.093,,,,,0.049,0.446,0.41,,,
,0.095,,,,,0.049,0.46,0.427,,,
,0.099,,,,,0.05,0.459,0.434,,,
,0.103,,,,,0.046,0.477,0.45,,,
,0.105,,,,,0.044,0.494,0.457,,,
,0.106,,,,,0.045,0.503,0.463,,,
,0.116,,,,,0.044,0.516,0.482,,,
,0.132,,,,,0.045,0.536,0.501,,,
,0.136,,,,,0.041,0.548,0.51,,,
,0.133,,,,,0.039,0.551,0.522,,,
,0.135,,,,,0.04,0.557,0.537,,,
,0.139,,,,,0.039,0.569,0.549,,,
,0.151,,,,,0.04,0.593,0.565,,,
,0.16,,,,,0.037,0.607,0.579,,,
,0.167,,,,,0.033,0.613,0.588,,,
,0.168,,,,,0.029,0.619,0.595,,,
,0.169,,,,,0.025,0.623,0.607,,,
,0.185,,,,,0.021,0.637,0.621,,,
,0.202,,,,,0.017,0.649,0.626,,,
,0.205,,,,,0.013,0.65,0.634,,,
,0.21,,,,,0.009,0.655,0.654,,,
,0.213,,,,,0.006,0.658,0.663,,,
,0.217,,,,,0.004,0.665,0.667,,,
,0.21,,,,,0.005,0.672,0.671,,,
,0.213,,,,,0.003,0.675,0.675,,,
,0.237,,,,,0.0,0.674,0.678,,,
,0.245,,,,,0.0,0.675,0.687,,,
,0.244,,,,,0.0,0.674,0.692,,,
,0.245,,,,,0.0,0.675,0.696,,,
,0.245,,,,,0.0,0.674,0.699,,,
,0.244,,,,,-0.004,0.675,0.7,,,
,0.245,,,,,-0.005,0.674,0.699,,,
,0.244,,,,,-0.004,0.675,0.7,,,
,0.245,,,,,-0.004,0.674,0.699,,,
,0.249,,,,,-0.005,0.675,0.695,,,
,0.254,,,,,-0.008,0.674,0.691,,,
,0.252,,,,,-0.011,0.676,0.687,,,
,0.248,,,,,-0.009,0.671,0.683,,,
,0.244,,,,,-0.01,0.659,0.679,,,
,0.24,,,,,-0.014,0.651,0.674,,,
,0.235,,,,,-0.014,0.64,0.676,,,
,0.235,,,,,-0.015,0.63,0.668,,,
,0.234,,,,,-0.015,0.622,0.651,,,
,0.23,,,,,-0.014,0.61,0.635,,,
,0.226,,,,,-0.018,0.603,0.619,,,
,0.222,,,,,-0.02,0.587,0.607,,,
,0.217,,,,,-0.02,0.567,0.593,,,
,0.214,,,,,-0.019,0.547,0.578,,,
,0.215,,,,,-0.02,0.523,0.567,,,
,0.208,,,,,-0.016,0.503,0.551,,,
,0.2,,,,,-0.012,0.485,0.539,,,
,0.193,,,,,-0.009,0.471,0.524,,,
,0.184,,,,,-0.004,0.46,0.5,,,
,0.177,,,,,-0.001,0.441,0.476,,,
,0.169,,,,,0.003,0.42,0.453,,,
,0.162,,,,,0.004,0.399,0.429,,,
,0.153,,,,,0.005,0.376,0.406,,,
,0.141,,,,,0.009,0.357,0.383,,,
,0.132,,,,,0.009,0.335,0.362,,,
,0.125,,,,,0.012,0.309,0.343,,,
,0.116,,,,,0.015,0.288,0.324,,,
,0.104,,,,,0.015,0.274,0.308,,,
,0.095,,,,,0.019,0.259,0.286,,,
,0.089,,,,,0.02,0.237,0.262,,,
,0.079,,,,,0.019,0.215,0.238,,,
,0.067,,,,,0.02,0.196,0.215,,,
,0.055,,,,,0.024,0.176,0.196,,,
,0.047,,,,,0.024,0.16,0.18,,,
,0.037,,,,,0.027,0.144,0.164,,,
,0.025,,,,,0.03,0.13,0.149,,,
,0.014,,,,,0.03,0.118,0.133,,,
,0.006,,,,,0.034,0.103,0.118,,,
,0.001,,,,,0.036,0.09,0.102,,,
,-0.001,,,,,0.034,0.078,0.088,,,
,-0.006,,,,,0.035,0.067,0.077,,,
,-0.009,,,,,0.039,0.06,0.065,,,
,-0.013,,,,,0.039,0.052,0.053,,,
,-0.017,,,,,0.04,0.044,0.043,,,
,-0.023,,,,,0.039,0.036,0.038,,,
,-0.024,,,,,0.04,0.029,0.034,,,
,-0.019,,,,,0.044,0.021,0.026,,,
,-0.035,,,,,0.044,0.013,0.021,,,
,-0.05,,,,,0.045,0.007,0.015,,,
,-0.049,,,,,0.044,0.003,0.008,,,
,-0.049,,,,,0.045,0.0,0.004,,,
,-0.049,,,,,0.044,-0.003,-0.002,,,
,-0.05,,,,,0.047,-0.007,-0.007,,,
,-0.049,,,,,0.05,-0.012,-0.011,,,
,-0.05,,,,,0.05,-0.015,-0.015,,,
,-0.049,,,,,0.049,-0.01,-0.019,,,
,-0.053,,,,,0.05,-0.009,-0.023,,,
,-0.055,,,,,0.048,-0.01,-0.028,,,
,-0.054,,,,,0.051,-0.009,-0.029,,,
,-0.055,,,,,0.054,-0.01,-0.024,,,
,-0.054,,,,,0.055,-0.009,-0.024,,,
,-0.054,,,,,0.055,-0.01,-0.025,,,
,-0.056,,,,,0.054,-0.009,-0.024,,,
,-0.06,,,,,0.055,-0.01,-0.025,,,
,-0.06,,,,,0.054,-0.009,-0.024,,,
,-0.059,,,,,0.055,-0.01,-0.025,,,
,-0.059,,,,,0.054,-0.009,-0.024,,,
,-0.06,,,,,0.055,-0.01,-0.025,,,
,-0.059,,,,,0.054,-0.009,-0.024,,,
,-0.055,,,,,0.055,-0.01,-0.025,,,
,-0.054,,,,,0.054,-0.009,-0.024,,,
,-0.054,,,,,0.055,-0.01,-0.025,,,
,-0.055,,,,,0.054,-0.009,-0.024,,,
,-0.054,,,,,0.055,-0.01,-0.025,,,
,-0.055,,,,,0.054,-0.009,-0.024,,,
,-0.052,,,,,0.055,-0.01,-0.025,,,
,-0.049,,,,,0.054,-0.009,-0.024,,,
,-0.05,,,,,0.055,-0.01,-0.025,,,
,-0.049,,,,,0.054,-0.009,-0.024,,,
,-0.05,,,,,0.055,-0.01,-0.025,,,
,-0.049,,,,,0.054,-0.009,-0.024,,,
,-0.05,,,,,0.055,-0.01,-0.025,,,
,-0.049,,,,,0.054,-0.009,-0.025,,,
,-0.046,,,,,0.055,-0.01,-0.024,,,
,-0.043,,,,,0.054,-0.009,-0.025,,,
,-0.045,,,,,0.055,-0.01,-0.024,,,
,-0.044,,,,,0.054,-0.009,-0.025,,,
,-0.045,,,,,0.05,-0.01,-0.029,,,
,-0.045,,,,,0.05,-0.009,-0.029,,,
,-0.042,,,,,0.049,-0.01,-0.03,,,
,-0.039,,,,,0.05,-0.009,-0.029,,,
,-0.04,,,,,0.05,-0.01,-0.03,,,
,-0.039,,,,,0.049,-0.009,-0.029,,,
,-0.039,,,,,0.047,-0.009,-0.029,,,
,-0.04,,,,,0.044,-0.01,-0.03,,,
,-0.039,,,,,0.044,-0.009,-0.029,,,
,-0.04,,,,,0.045,-0.01,-0.03,,,
,-0.039,,,,,0.044,-0.009,-0.029,,,
,-0.04,,,,,0.045,-0.01,-0.03,,,
,-0.039,,,,,0.044,-0.009,-0.029,,,
,-0.04,,,,,0.044,-0.01,-0.03,,,
,-0.039,,,,,0.04,-0.009,-0.029,,,
,-0.04,,,,,0.039,-0.01,-0.03,,,
,-0.039,,,,,0.04,-0.009,-0.029,,,
,-0.04,,,,,0.04,-0.01,-0.03,,,
,-0.039,,,,,0.039,-0.01,-0.029,,,
,-0.04,,,,,0.04,-0.014,-0.03,,,
,-0.039,,,,,0.037,-0.015,-0.029,,,
,-0.04,,,,,0.034,-0.016,-0.03,,,
,-0.039,,,,,0.035,-0.019,-0.029,,,
,-0.04,,,,,0.034,-0.02,-0.03,,,
,-0.039,,,,,0.035,-0.023,-0.029,,,
,-0.04,,,,,0.034,-0.025,-0.03,,,
,-0.039,,,,,0.035,-0.025,-0.029,,,
,-0.04,,,,,0.034,-0.03,-0.03,,,
,-0.039,,,,,0.031,-0.03,-0.037,,,
,-0.04,,,,,0.029,-0.029,-0.044,,,
,-0.039,,,,,0.03,-0.031,-0.044,,,
,-0.04,,,,,0.029,-0.035,-0.045,,,
,-0.039,,,,,0.03,-0.035,-0.044,,,
,-0.04,,,,,0.029,-0.038,-0.045,,,
,-0.039,,,,,0.03,-0.039,-0.044,,,
,-0.04,,,,,0.029,-0.041,-0.046,,,
,-0.039,,,,,0.03,-0.044,-0.049,,,
,-0.039,,,,,0.029,-0.045,-0.049,,,
,-0.042,,,,,0.03,-0.048,-0.049,,,
,-0.045,,,,,0.029,-0.051,-0.05,,,
,-0.044,,,,,0.03,-0.049,-0.049,,,
,-0.045,,,,,0.029,-0.05,-0.05,,,
,-0.048,,,,,0.03,-0.053,-0.053,,,
,-0.051,,,,,0.029,-0.056,-0.056,,,
,-0.049,,,,,0.03,-0.054,-0.054,,,
,-0.05,,,,,0.029,-0.055,-0.055,,,
,-0.054,,,,,0.03,-0.059,-0.059,,,
,-0.054,,,,,0.029,-0.06,-0.06,,,
,-0.055,,,,,0.03,-0.058,-0.058,,,
,-0.055,,,,,0.03,-0.06,-0.06,,,
,-0.054,,,,,0.029,-0.064,-0.064,,,
,-0.058,,,,,0.03,-0.065,-0.065,,,
,-0.06,,,,,0.029,-0.064,-0.064,,,
,-0.059,,,,,0.03,-0.065,-0.065,,,
,-0.06,,,,,0.029,-0.065,-0.065,,,
,-0.059,,,,,0.03,-0.069,-0.069,,,
,-0.06,,,,,0.026,-0.07,-0.07,,,
,-0.059,,,,,0.024,-0.069,-0.068,,,
,-0.06,,,,,0.025,-0.07,-0.071,,,
,-0.06,,,,,0.024,-0.069,-0.074,,,
,-0.064,,,,,0.024,-0.07,-0.075,,,
,-0.065,,,,,0.025,-0.069,-0.074,,,
,-0.064,,,,,0.023,-0.071,-0.076,,,
,-0.065,,,,,0.019,-0.075,-0.08,,,
,-0.064,,,,,0.019,-0.075,-0.08,,,
,-0.064,,,,,0.02,-0.074,-0.079,,,
,-0.065,,,,,0.019,-0.075,-0.08,,,
,-0.064,,,,,0.02,-0.074,-0.078,,,
,-0.065,,,,,0.019,-0.075,-0.074,,,
,-0.069,,,,,0.02,-0.074,-0.074,,,
,-0.07,,,,,0.016,-0.078,-0.075,,,
,-0.069,,,,,0.014,-0.08,-0.074,,,
,-0.07,,,,,0.015,-0.079,-0.075,,,
,-0.07,,,,,0.015,-0.08,-0.074,,,
,-0.069,,,,,0.014,-0.08,-0.075,,,
,-0.07,,,,,0.015,-0.079,-0.074,,,
,-0.069,,,,,0.013,-0.079,-0.075,,,
,-0.07,,,,,0.01,-0.08,-0.074,,,
,-0.069,,,,,0.01,-0.084,-0.075,,,
,-0.07,,,,,0.009,-0.085,-0.074,,,
,-0.069,,,,,0.01,-0.084,-0.075,,,
,-0.07,,,,,0.01,-0.084,-0.074,,,
,-0.069,,,,,0.009,-0.085,-0.075,,,
,-0.07,,,,,0.009,-0.084,-0.074,,,
,-0.069,,,,,0.012,-0.085,-0.075,,,
,-0.069,,,,,0.015,-0.084,-0.074,,,
,-0.07,,,,,0.015,-0.085,-0.075,,,
,-0.069,,,,,0.014,-0.089,-0.075,,,
,-0.07,,,,,0.015,-0.089,-0.075,,,
,-0.069,,,,,0.014,-0.09,-0.072,,,
,-0.07,,,,,0.015,-0.089,-0.078,,,
,-0.069,,,,,,,,-0.084,-0.08,-0.069
,-0.07,,,,,,,,-0.084,-0.083,-0.069
,-0.069,,,,,,,,-0.085,-0.085,-0.07
,-0.07,,,,,,,,-0.084,-0.084,-0.068
,-0.069,,,,,,,,-0.085,-0.085,-0.065
,-0.07,,,,,,,,-0.084,-0.084,-0.065
,-0.069,,,,,,,,-0.085,-0.085,-0.064
,-0.07,,,,,,,,-0.084,-0.084,-0.065
,-0.069,,,,,,,,-0.085,-0.084,-0.066
,-0.07,,,,,,,,-0.084,-0.085,-0.07
,-0.069,,,,,,,,-0.085,-0.084,-0.073
,-0.07,,,,,,,,-0.084,-0.085,-0.079
,-0.069,,,,,,,,-0.085,-0.084,-0.078
,-0.07,,,,,,,,-0.084,-0.085,-0.082
,-0.069,,,,,,,,-0.085,-0.084,-0.099
,-0.07,,,,,,,,-0.085,-0.085,-0.097
,-0.067,,,,,,,,-0.084,-0.084,-0.093
,-0.064,,,,,,,,-0.086,-0.085,-0.095
,-0.065,,,,,,,,-0.09,-0.084,-0.094
,-0.064,,,,,,,,-0.09,-0.085,-0.095
,-0.065,,,,,,,,-0.089,-0.084,-0.094
,-0.064,,,,,,,,-0.09,-0.085,-0.095
,-0.065,,,,,,,,-0.089,-0.084,-0.093
,-0.064,,,,,,,,-0.09,-0.085,-0.09
,-0.065,,,,,,,,-0.089,-0.084,-0.088
,-0.062,,,,,,,,-0.09,-0.085,-0.09
,-0.059,,,,,,,,-0.089,-0.084,-0.089
,-0.06,,,,,,,,-0.089,-0.085,-0.09
,-0.059,,,,,,,,-0.09,-0.085,-0.089
,-0.06,,,,,,,,-0.089,-0.081,-0.09
,-0.06,,,,,,,,-0.09,-0.079,-0.087
,-0.059,,,,,,,,-0.089,-0.08,-0.084
,-0.06,,,,,,,,-0.09,-0.079,-0.084
,-0.06,,,,,,,,-0.089,-0.08,-0.085
,-0.057,,,,,,,,-0.089,-0.079,-0.084
,-0.054,,,,,,,,-0.09,-0.08,-0.085
,-0.055,,,,,,,,-0.089,-0.079,-0.084
,-0.054,,,,,,,,-0.09,-0.08,-0.084
,-0.054,,,,,,,,-0.089,-0.079,-0.107
,-0.055,,,,,,,,-0.09,-0.08,-0.134
,-0.054,,,,,,,,-0.089,-0.079,-0.137
,-0.055,,,,,,,,-0.09,-0.08,-0.113
,-0.054,,,,,,,,-0.089,-0.079,-0.092
,-0.054,,,,,,,,-0.089,-0.079,-0.085
,-0.055,,,,,,,,-0.09,-0.08,-0.084
,-0.054,,,,,,,,-0.09,-0.079,-0.084
,-0.055,,,,,,,,-0.094,-0.08,-0.08
,-0.054,,,,,,,,-0.095,-0.079,-0.08
